-0.3455926,-0.06524876
-0.27115774,0.05700874
0.003936899,0.22922517
0.26352808,0.20584793
0.32892942,-0.054078955
0.18170772,-0.33662012
-0.06509617,-0.41609055
-0.2738739,-0.30427042
-0.36323234,-0.18836078
-0.3218186,-0.20871669
-0.1844544,-0.30591843
-0.012268476,-0.31678304
0.12988715,-0.17065999
0.19843191,0.04788368
0.18781145,0.2128367
0.127171,0.28943837
0.04638827,0.31553176
-0.043183815,0.2985024
-0.13635708,0.18973412
-0.20203312,-0.020050718
-0.17941883,-0.23743469
-0.042451367,-0.34592828
0.13534997,-0.3426323
0.21918456,-0.33469746
0.12375291,-0.38575506
-0.101932116,-0.40803364
-0.30286655,-0.2607814
-0.34150308,0.046510343
-0.1939762,0.29075068
0.043824706,0.25162584
0.22971348,-0.019623458
0.2716155,-0.22129035
0.17389497,-0.11542133
0.008117947,0.20346749
-0.13467857,0.3958567
-0.17862535,0.2692656
-0.09552321,-0.0075075747
0.06775129,-0.08264436
0.19586836,0.18573618
0.18042594,0.5080736
0.038178764,0.5701789
-0.10980591,0.32407698
-0.12213542,-0.005584903
0.032349713,-0.066164315
0.22611228,0.1380051
0.27878737,0.31714925
0.11813749,0.24488123
-0.15451565,0.005737496
-0.3311573,-0.11917512
-0.2748505,0.013428182
-0.026947921,0.22907259
0.23419972,0.24640715
0.33454487,0.0019226716
0.23136148,-0.2977089
0.003326527,-0.41560224
-0.21890989,-0.33967197
-0.32520616,-0.24347736
-0.28122887,-0.25702763
-0.12906314,-0.32859373
0.043977298,-0.31022152
0.15891033,-0.14166732
0.18854389,0.08337681
0.15118913,0.24192092
0.080141835,0.30570477
-0.0013733369,0.31733236
-0.08624555,0.28678325
-0.16150442,0.1660822
-0.1944645,-0.050325166
-0.14148422,-0.25919443
0.00805691,-0.34440237
0.18451543,-0.31208318
0.26819742,-0.2891637
0.18451543,-0.35715914
-0.031434156,-0.41767752
-0.2535485,-0.3067119
-0.34241864,-0.01281781
-0.23719053,0.24994731
0.0025635622,0.25412837
0.23142251,0.023987617
0.3053996,-0.1655939
0.1923282,-0.081576206
-0.021210425,0.20041563
-0.18829975,0.36790168
-0.21344706,0.23764831
-0.09112853,-0.02194287
0.08078273,-0.06961292
0.17056844,0.21027313
0.108218946,0.52815485
-0.041932553,0.5712166
-0.15018201,0.2998147
-0.11688623,-0.022125982
0.04483182,-0.057069775
0.20404734,0.1709957
0.22803496,0.35389364
0.08072169,0.26032364
-0.15033461,-0.01910464
-0.30463663,-0.1703243
-0.2702727,-0.032685418
-0.05938919,0.2197339
0.19351842,0.2801302
0.33271375,0.05764963
0.27903154,-0.25061873
0.073855005,-0.40400517
-0.15567537,-0.3672913
-0.27713937,-0.29383305
-0.2292557,-0.30121854
-0.065828614,-0.3405265
0.09946011,-0.2898046
0.18280639,-0.1094702
0.17374237,0.113285035
0.11096562,0.26462674
0.029755631,0.31565386
-0.05438414,0.3075664
-0.13138255,0.26020154
-0.18369143,0.1337325
-0.17917468,-0.08053858
-0.08996882,-0.27817702
0.07058951,-0.33454487
0.23847231,-0.26545075
0.31617266,-0.2274551
0.24308062,-0.315898
0.03976573,-0.41422892
-0.19788258,-0.3364065
-0.33344617,-0.06402802
-0.27008957,0.2015448
-0.03350942,0.24390462
0.22727199,0.06512669
0.32996708,-0.105594344
0.20749594,-0.053193916
-0.04809731,0.1854615
-0.24628508,0.33011967
-0.25098494,0.20148377
-0.07806657,-0.043397445
0.10364115,-0.061891716
0.12097572,0.24350788
-0.012054846,0.5451842
-0.11468889,0.5240348
-0.05371273,0.21018158
0.08792408,-0.07211544
0.12649958,-0.08346836
0.028565407,0.06524876
-0.06134238,0.15659092
-0.038819656,0.12662166
0.0059511266,0.055787995
-0.07391604,0.021393536
-0.25592896,0.059480745
-0.35258135,0.18155514
-0.2348406,0.34547052
0.023194134,0.43186867
0.22901155,0.35569423
0.24955057,0.17883898
0.11178962,0.04959272
-0.024536952,0.05240043
-0.033448383,0.12836123
0.04803627,0.15537018
0.056215256,0.059022967
-0.11029421,-0.12921573
-0.32798335,-0.27030322
-0.38279477,-0.2189404
-0.20880824,0.04846353
-0.0021668205,0.35941753
-0.023468802,0.4762427
-0.25873667,0.33555198
-0.41947812,0.08298007
-0.25608155,-0.084658585
0.12070105,-0.107913755
0.31840053,-0.07879902
0.1019016,-0.11563496
-0.31733236,-0.21295877
-0.49440128,-0.2728973
-0.2510765,-0.25086287
0.2266311,-0.14124006
0.5348384,-0.044099372
0.5392636,-0.02456747
0.3800786,-0.03497431
0.20597,0.003021341
0.03198349,0.1019016
-0.19602095,0.20093444
-0.39344576,0.24274492
-0.38792187,0.22821806
-0.12659115,0.16751657
0.18894063,0.061433934
0.28528786,-0.046052564
0.13599087,-0.07678479
-0.029328372,0.02172924
-0.006408905,0.18979515
0.14166732,0.26923507
0.2011786,0.15363061
0.108341016,-0.09079283
0.02978615,-0.26767862
0.12106727,-0.24094433
0.2999978,-0.07852435
0.35313067,0.022309095
0.22705837,-0.059846967
0.08670333,-0.25135118
0.09466869,-0.37565342
0.18491217,-0.3534969
0.1516164,-0.2583399
-0.062502086,-0.19983578
-0.25357902,-0.21140233
-0.20462719,-0.24918434
0.03149519,-0.2595912
0.17569557,-0.2284317
0.049287535,-0.161657
-0.20270452,-0.053377025
-0.29648817,0.07391604
-0.16290827,0.14243029
-0.0013122996,0.07245115
-0.010620472,-0.1074865
-0.13928688,-0.23004918
-0.18219602,-0.14075176
-0.05652044,0.13831028
0.103702195,0.40080073
0.13705902,0.46662936
0.046449304,0.33109626
-0.060762525,0.108676724
-0.13238968,-0.08624555
-0.22672266,-0.23798402
-0.35319173,-0.3490412
-0.38313046,-0.3868232
-0.1626336,-0.2957557
0.26786172,-0.072084926
0.5471984,0.102389894
0.4555816,0.087191634
0.092257716,-0.103397004
-0.16104664,-0.26673254
-0.055391252,-0.2088998
0.21228737,0.047242787
0.27613226,0.3086956
0.030701708,0.4191424
-0.26392484,0.37592807
-0.28202236,0.28138146
0.028931629,0.19971369
0.38233697,0.12048742
0.46766698,0.040620252
